"","Reaction","Stimulus","Readout","drugScore","Boolean network activity","Group network activity"
"167","!MKO3=LCK","IL1A","STAT3","-1","0","0"
"168","!MKO3=LCK","IL1A","STAT5","-1","0","0"
"169","!MKO3=LCK","LPS","STAT3","-1","0","0"
"170","!MKO3=LCK","LPS","STAT5","-1","0","0"
"171","!MKO3=LCK","POLYIC","STAT3","-1","0","0"
"172","!MKO3=LCK","POLYIC","STAT5","-1","0","0"
"173","!MKO3=LCK","CONA","STAT3","-1","0","0"
"174","!MKO3=LCK","CONA","STAT5","-1","0","0"
"175","!MKO3=LCK","TNFA","STAT3","-1","0","0"
"176","!MKO3=LCK","TNFA","STAT5","-1","0","0"
"177","MKO3=ZAP70","BDNF","MK12","-1","1","1"
"178","MKO3=ZAP70","BDNF","STAT3","-1","1","1"
"179","MKO3=ZAP70","BDNF","MP2K1","-1","1","1"
"180","MKO3=ZAP70","BDNF","MKO3","-1","1","1"
"181","MKO3=ZAP70","BDNF","STAT5","-1","1","1"
"182","MKO3=ZAP70","IL1A","MK12","-1","1","1"
"183","MKO3=ZAP70","IL1A","STAT3","-1","1","1"
"184","MKO3=ZAP70","IL1A","MP2K1","-1","1","1"
"185","MKO3=ZAP70","IL1A","MKO3","-1","1","1"
"186","MKO3=ZAP70","IL1A","STAT5","-1","1","1"
"187","MKO3=ZAP70","LPS","MK12","-1","1","1"
"188","MKO3=ZAP70","LPS","STAT3","-1","1","1"
"189","MKO3=ZAP70","LPS","MP2K1","-1","1","1"
"190","MKO3=ZAP70","LPS","MKO3","-1","1","1"
"191","MKO3=ZAP70","LPS","STAT5","-1","1","1"
"192","MKO3=ZAP70","POLYIC","MK12","-1","1","1"
"193","MKO3=ZAP70","POLYIC","STAT3","-1","1","1"
"194","MKO3=ZAP70","POLYIC","MP2K1","-1","1","1"
"195","MKO3=ZAP70","POLYIC","MKO3","-1","1","1"
"196","MKO3=ZAP70","POLYIC","STAT5","-1","1","1"
"197","MKO3=ZAP70","CONA","MK12","-1","1","1"
"198","MKO3=ZAP70","CONA","STAT3","-1","1","1"
"199","MKO3=ZAP70","CONA","MP2K1","-1","1","1"
"200","MKO3=ZAP70","CONA","MKO3","-1","1","1"
"201","MKO3=ZAP70","CONA","STAT5","-1","1","1"
"202","MKO3=ZAP70","TNFA","MK12","-1","1","1"
"203","MKO3=ZAP70","TNFA","STAT3","-1","1","1"
"204","MKO3=ZAP70","TNFA","MP2K1","-1","1","1"
"205","MKO3=ZAP70","TNFA","MKO3","-1","1","1"
"206","MKO3=ZAP70","TNFA","STAT5","-1","1","1"
"207","CONA=GRB2","CONA","MK12","-1","1","1"
"208","CONA=GRB2","CONA","STAT3","-1","1","1"
"209","CONA=GRB2","CONA","MP2K1","-1","1","1"
"210","CONA=GRB2","CONA","MKO3","-1","1","1"
"211","CONA=GRB2","CONA","STAT5","-1","1","1"
