,TR:KI014:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
KI014_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3526.5,415.5,1388,13726,575.5,1990,9296,1178,410.5,261,428,1350,458,18072,386,386,3887,97,15812
KI014_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5013,336,1069.5,16464,570,1514,6224.5,569.5,232,268,586,767.5,280,16728,371,230,4633,77,15724
KI014_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3851,359,7357,25642,881,1427,5453,608,521,304,988,1484,460,17055,346,266,3601,62,15948
KI014_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3251,381,1422,17910,1218,2677,4914,972,299,336,263,1120,392.5,13886,526,253,1792.5,133,15775
KI014_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,30604,401,2018,17413.5,1615,3082.5,22953,3203.5,398,698,334,4759,2158,17148,524,355,1610,100,15391
KI014_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10052,386,522,8140.5,1493,728,24592,1036,362,392,388,587,831,9479,258,245,1346,76,15099
KI014_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2656,393,1065.5,11976,896.5,1784,2697.5,827,262,298,357,1937.5,754,18695,545,300,4373,137,15721.5
KI014_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2533.5,414,1510,17425,962,1846,4148,890,263.5,256,446,1470.5,533.5,18164,363,286.5,4379,129,15788
KI014_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1605,398,1904.5,24765,887.5,1779,2449,759,268,256.5,439,1196,346.5,17333,350,289,3832,114.5,15739
KI014_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1361,399,1212,11177,717,1501,5224,972,279,316.5,267,1461,404.5,17529.5,526,252.5,2429.5,85.5,16029
KI014_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1301,417.5,1377.5,22180,698,1262.5,2559,878,258,574,523.5,825,321.5,13688,539,269,1759.5,108,15288
KI014_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1315,372.5,1385,21118,1023,1327.5,5647.5,805,332,494.5,279,1107,412,12875,516,292.5,1272,162,15739
