,TR:KI035:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
KI035_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1723,447.5,13875,33636,4703,6089,9418,2084,478,450,736.5,7086.5,1683,26946,765,606.5,4629,140.5,16310
KI035_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2458,NaN,11757,34051,4185,5552,13454,2640,447,NaN,NaN,7993,2377,NaN,472,NaN,4303,142,16610
KI035_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1644,436.5,20947.5,37235,4245,5366,5049,2081.5,616,261,3248,6347,1438.5,28387.5,382,525.5,4624.5,92,16241
KI035_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1703,NaN,11726,34028,6092,8313,13126,2552,496,447,NaN,10132.5,3130,NaN,702,335,4793.5,155.5,16486
KI035_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,64573,NaN,18582.5,39980,14337,10653.5,30245,6334.5,537.5,425,NaN,15347.5,5007,4148.5,786,NaN,NaN,80,16176
KI035_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4110,864,3666.5,26900,7550,3213,52023,3640,568,521.5,974,12560,6951.5,34455.5,595,588,7063,97.5,16680
KI035_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,55460,NaN,24362,42806.5,11136,9703,38642,7199,503,489,NaN,17510,7230.5,34951,864,NaN,4713,50.5,16205.5
KI035_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,59198,1073.5,23162,39519,16657,13363.5,35850.5,6819.5,634,604,NaN,19367.5,7892,NaN,NaN,793.5,NaN,130,16841
KI035_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7419.5,NaN,15777,34524.5,6109,7827,19586,2843,455,NaN,NaN,15370,7248.5,31133,NaN,NaN,NaN,97,16140
KI035_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,56902,NaN,21524,40142,17175.5,12586,33129,6427,416,NaN,852,18341,6326,34674,NaN,NaN,4433,116,16719
KI035_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1084.5,485,15328,39058,3640,5290,4540,2263,385,377,NaN,5480,1140.5,32529,732,592,5003,151,16864
KI035_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1653,374,15646,32898,5155.5,5929.5,15752.5,2174,497,218,NaN,9903,3990,32586,612,382,4649,142,16256
