,TR:KI030:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
KI030_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,994,850,9227,48193,3928,6775,20048,5207,599,453,1524,4601,1689.5,49081.5,502,544.5,1910.5,81,16887
KI030_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1716.5,848,8968,48481.5,1830,4473,18341,2723.5,696,350,1458,2748,900,50200,505,503,1610,145,16818
KI030_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1459,839,43567.5,49347,3555,6764,17867.5,2522,1493,431.5,6661,4494.5,2087.5,52403.5,539.5,574.5,2297,96.5,16772
KI030_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1069.5,838,12615,48701,5813.5,9963,21755,4023,682,420.5,1634,5508,2475,53049,486,535,2530,101,16864
KI030_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1463,1070,12617,50500,4955,8003,33959,6595.5,607,472,1599,13235,8939,53026.5,580,486,2415,133,17072
KI030_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3697,657,2488,31929,5694,3055.5,49923,5917,557,425.5,1644,15570,8105,32875,490,303,4217,122,16633
KI030_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1825,870,7989,46417,3895,6319,29391,5482,602,419,1425,8954,4672,43764,544,499,1592,131,16841
KI030_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1480,1107,8917,47120.5,5481,8271.5,25838,4706.5,961,1085.5,2064,7442,3551,52484,1645.5,534,2986,87,16691.5
KI030_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1611,796,9103.5,48678,3676,6879.5,18548,2782.5,630,351,1609.5,3966,1655,49773.5,439,413,1661,130,17003
KI030_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1349.5,1063,13733,46947,5224,8391,27015,8158,704,449,1642,7213,3817.5,58390,509.5,513.5,2556,116,16933
KI030_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,992,803.5,11568,48216,2157,5537,16604,1855,622.5,351.5,1655.5,3368,1105,49992.5,487,504.5,2006,131,16714.5
KI030_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1762,795,14487,48747,3897,6547,21340,2878,738,328,1439,4386,1749,49854,383,485.5,2715,112,16829.5
