,TR:IB034:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
IB034_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6744,926.5,3513,23924,2334,1750.5,15827,1165.5,428,504,561,3812,840.5,27684,585,396,1312,98.5,16403
IB034_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9879,665,4124,23485,1664,1217,12833,488,419,442.5,504,1481,391,20359.5,519,451,1132,103.5,16680
IB034_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5756,770,13558,16137,1943,1269,13749,456.5,796,366.5,1402,2409,528,21686,425.5,457,871,99,16772
IB034_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4884,758,2578,15349,2019,1817.5,13110,559,409,548,575,1832,474.5,21317,487,442.5,834,84,16587
IB034_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4533,775,2352,13980.5,2126.5,1840,16956,1466,340,536,462,6050,2134.5,22597,537.5,315,767,117,16703
IB034_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7455,858,1518,12398.5,2426,920,24316,664,609.5,501.5,687,1411,508,22608.5,552,504,1298,85.5,16633
IB034_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4797,811,3486,20279,2229,1923,14926,998,372,517,586,2623.5,516,27407,660,354.5,1121,104,16910
IB034_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,12303,573,4787.5,28249.5,2383,1778,15549,824,449.5,465,609.5,3796,581,20140,536,335.5,1107,88,16818
IB034_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5078,680,2851,15246.5,1728.5,1349.5,13385.5,449,311.5,307,413,1936.5,373.5,22263,558,281,818.5,94,16749
IB034_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5918.5,645,3183,10588,1907,1355,15829,994,331.5,312,558,5827,1334,25861,407,453,877.5,117,16783.5
IB034_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5743,608.5,5527.5,21663,1558,1168,11776,374,322,336,463,3130.5,492.5,30440.5,382,319,708,102,16956
IB034_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6775,740.5,5010.5,21686,2140,1625,14703,491,421,357.5,562,2767,466.5,26900,421,334,1073,93,16864
