,TR:IB056:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
IB056_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,14064,1112,3904.5,40805,4394.5,6060,16237,2946.5,647.5,988,1216,6427,2393,22445.5,2407.5,550,6796.5,77.5,14582
IB056_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4529,1585,3060.5,48422,2951.5,3682,9085,1766,819,1427.5,1252.5,2967,620,18095,3307,621.5,6702,120,14876
IB056_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6475,698,15151,51318.5,3780.5,3908.5,11999.5,2003.5,751,475,2997,5105,1580.5,15581,917,635,3979,134,14544
IB056_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8917.5,817,3040,47302.5,5517.5,7370.5,12839.5,2388,355.5,433,791,5251,1399,16222,886,505,3975.5,152,14695.5
IB056_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9171.5,1152.5,2978,48537,4187,4121,23368.5,3337.5,407.5,324,1011,10291.5,4830,20783.5,1067,702,4132.5,85,14503
IB056_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,14101,907,1138,29577,5807,2053,35405,577.5,629,351,796,1558.5,3647,2119,409,413,3990,168,14712
IB056_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3380,1111,3059,45029,2885,4238.5,17053,3099.5,604,848,1000,6290,2251,21326,2230,560,4096,125.5,14785
IB056_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4343.5,1140,3247,43967,4085,5389,13413,2601.5,691.5,1470.5,1450,7116,2806,20634,3544,664,4009,137,14684.5
IB056_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8450,602,2451,45583,5424,5909,13430,2224,394.5,NaN,780,4702,1271.5,7765,753,583.5,3162,124,14615
IB056_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2815.5,927,2887.5,41059,3292.5,4905,15166,3743.5,351,405,833,6330,2329,20495,1031,544,4159,87,14527
IB056_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2552,771.5,2599.5,48629.5,2422.5,4135.5,8250,1382,328,308.5,797,3139.5,677,16811,877,562,4356,105,14598
IB056_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2733.5,855,4335.5,45675,2141.5,4581.5,8421,1827.5,373,386,1381,4960,1412.5,20403,707,557,5430,89,14865
