,TR:UZ030:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
UZ030_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2193.5,1546,10131,23114.5,4796,3516,15891,712,1101,1574,2925,4299.5,1048,23195,2671,625,1923,141,16502
UZ030_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4521.5,702,8007.5,30512,2212,2018,12745,577,375,417,4007,2330,462,19629.5,372.5,382.5,2139,101.5,16475
UZ030_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5175,705,17575.5,32946.5,3078.5,2720,12587.5,586.5,717.5,433,5762,3894.5,803,23865,436,444,1984,117,16086
UZ030_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3869,513,4559,28758,3498,4218,11380,465,321,412,1078,3245.5,513,16964,397.5,485,2123,98,16502
UZ030_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3911,783,4160,28642,2902,3072,16164.5,1980,322.5,499,989,6709,2242.5,20057,377.5,577.5,2026,96,16034.5
UZ030_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,13916,595.5,1731,22295,4880,1608,27488,640,536,241.5,772,2307,996,16964,338.5,331.5,1355,102.5,16018
UZ030_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2314,713,8504,24765,3009.5,2899,14031.5,623,493,432,2701,3402,773.5,17472,417,411,1168,125,16779
UZ030_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2395.5,536,7770.5,25757,3258,3330.5,12799,631.5,467,453.5,2984,3778,908,22872,422,445.5,1210,110,16583
UZ030_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4729.5,719,8994,32866,3125,2653,14471.5,612,333,362.5,3355.5,3742,778,23334,393,522.5,2136,75,16130
UZ030_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2500,632.5,4557,22526,2903,2661,15549.5,1325,324,509.5,1640,4629.5,1159,21706.5,389,423,2004,102,16587
UZ030_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3800,569,7226,28181,2132.5,2281,12390,437,232.5,477,1051,2055,457,16701,376,344,2521,121,16165
UZ030_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3676,507,3107.5,22780,2206,1786,12460.5,383,277,257,544,1901,477.5,13306,369.5,314,500,131,15968.5
