,TR:IB044:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
IB044_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1216,3114,4880,45006,1208,3461,17448.5,4903,2441,3028,1631,6319,871,22699,6559.5,1297,4509.5,120,15533
IB044_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,727.5,544.5,17818,45640.5,726.5,3868.5,11320.5,1195,685,669,1973,3142,1795.5,23288,496,590,1544.5,95,15345
IB044_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1244,477,6882.5,36259,3046,6143,9284.5,838,405,355.5,981,5552.5,2162.5,22665,565,385,1905.5,127,15318.5
IB044_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1467,696,6327,30881,2614,5181.5,15546.5,1726,394,487,704,5334,2565,30235,635,348.5,1603,116.5,15317
IB044_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2805,367,1011,22688,2422.5,1339,29981,573,331,258,645,1981,4322,7304,340,270.5,621,118,15297
IB044_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,783,1738,4254.5,43552,1508.5,4077,27696,3328,1235,1857,1012,7812,3609,23980,3391,914,2822,132.5,15304
IB044_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,696.5,784,3329.5,43413,923,3831.5,11239,1861.5,566,1118.5,746,3059.5,1280,22088,1342,618,1712,97,15820
IB044_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,762,583.5,7321,37274,1809,4486,11067.5,1076,496.5,509.5,631,4261,2016,28850,697,435,2109,152,15087
IB044_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1110.5,704,4307.5,29658,1730.5,4302.5,15420.5,1901,487,523.5,670,6575,3561.5,30015.5,581.5,437.5,1893,114,15191
IB044_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,665,475,3948,30673,1525,3707,5392,774,390,390.5,579,2640,1021,24603,546,465,1420.5,138,15863
IB044_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1128,599,6334.5,36443,2068,4131,14142.5,818,361,376,825,6285.5,2602,25457,578,474,2482,90,15276
