,TR:CH064:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
CH064_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3854,1226,8532,31781,3279,6256.5,19618,2312,566.5,374,1304,3832,1322,35774,441,563,5591,128,17102
CH064_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4947,1152,9220,31169.5,2488,3792,19041,687,539.5,391,1009,1398,384.5,35266,409,400,5631,100.5,17148
CH064_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3888,1150.5,29692.5,29173,3139,5038,18718,741.5,972.5,344,8778,2915,912,36097,542,384,5601,109,17310
CH064_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1823,956,11251,31735,4080.5,8588,17472,634.5,460,444.5,1101,2638.5,931,33350.5,420,352.5,4366,92,16718
CH064_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5019,1523,8413,36339.5,2934,6165,20934,2872,471,524.5,1084,8163,3685,36604.5,445,495.5,5489,108,17379
CH064_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8426.5,638,1865,28204,5071,1798,40667,2585,829,551,692,9779,4346.5,15520,216.5,242.5,1056,93,16824
CH064_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4660,1321,12475,37736,3280.5,6300,22411,2551,602,399,1226,7235,3033,39062.5,519,285.5,5100.5,67,16862
CH064_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1893,1131,11302,31412,3705,5941,21072,1959,567,282,1088.5,4338,2461,35439.5,415,325,3910,98,16825
CH064_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3897,1140,10230,31781,3553,5412,20633.5,1521,610,359,1219.5,4105.5,1124,35312,548,476,4876,109,17160
CH064_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3382,1140,12517,45768,3744,6791.5,21303,4564,567,404,1023.5,4317.5,1185,39675,412,458.5,5580,108,17125
CH064_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1767,1093,9898,32220,2784,4478,19595,681.5,496.5,418,1090.5,1935,572,31204,521,438,5507,118,17252.5
CH064_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3511,846,8986.5,30904,2550,5041,19249,892,514,445.5,942,2394,738,29369,394,307.5,4842,98.5,17056
