,TR:CH020:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
CH020_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5229,957.5,4822,31573,1703,2810.5,12447,1592,547,480,731.5,3883,1106,21441,515.5,392,2487.5,123,14839
CH020_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,15671,923,2988,33304,944,2684,13125,1392.5,440,835,807,2376,609.5,14561,649,412,3150.5,108,14856
CH020_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3942,897,22180,30707.5,1688,2869.5,8322,764.5,1193,585,4351,2779,736,18579,691,623,4657,110,14912
CH020_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3652,648.5,3340,32104,1102,2663,11716,757,472,NaN,1004,1868.5,502.5,11278,565.5,599.5,2908,125,15104
CH020_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9479,879,5170,28527,2242.5,3388,16559,1281,480,445,1222,6328.5,2922,19756,607.5,390.5,4336,110,14992.5
CH020_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,15439,882.5,1394.5,22814.5,3347,1646.5,35300.5,1470,713,477.5,953,3111,1604.5,13631,464,559.5,2598.5,88,14631
CH020_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4493.5,973,4505,31550,1877,3010,13625,1322,484,482,831,4010,1270.5,21095,759,480,3372,105,14886
CH020_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4382,1115.5,3405,33674,1542,2689,16471,1788,940.5,1426,1196,4352,1299,14575,1487,761,3494.5,108.5,15349
CH020_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11341,1096,4057,26934,1896,2796,19560.5,1968,673,1081,1006,3492,1300,17587,1021,629.5,4359,112,15084
CH020_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11561,1003,5413,22665,1768,3395,15874,2567,607,520.5,1057,4860.5,1998,22295.5,911,631,5350.5,88,14874
CH020_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10652.5,922.5,5298,33281,1650,3183.5,12016.5,1212.5,521,494.5,884,3067,835,19952.5,766,602,4410,108,15091
CH020_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,13049,901,5256.5,29046.5,1115,2535,13539,703.5,430.5,399,767,3636,674,16721.5,660,576,3870,122,15332
