,TR:CH046:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
CH046_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10281,476,8585,35666,1159,4028,4396,1040,437,400,933,3069.5,508,38573,505,525,8285,113,17175.5
CH046_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3745,474,7010.5,36704,1308,3307,2755,2082,436.5,437.5,871,4127,609,34605,484,606.5,7539,109.5,16968
CH046_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4608,523,6591,32552,1264,2790.5,1843,1316,405,555,867,2909.5,472.5,35089.5,612,497,8310.5,111.5,17095
CH046_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3216,550,29230,31629,1460,3145,1726,1295,2319.5,613,9744,3630,564,29645,643,633,6652.5,99.5,16933
CH046_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3201,504,6317,30798,2608.5,5912,1795,1326,403,544.5,947,4022,685.5,30845,558,490,5675,132,16980
CH046_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3027,446,4435.5,34005,1229,2651,2206.5,1608,302.5,457.5,706,1948,432.5,24062.5,447.5,408.5,4185,116,17014.5
CH046_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6846,451,2032,29102.5,1763,1693,8961.5,1213,499,698,868,1930,443,27511,566,455,5025,108.5,17129.5
CH046_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3782,540,7012,33820.5,1416,3226.5,1916.5,1121,446,438,917,3118.5,512,33209.5,497.5,590,7856,117,17337.5
CH046_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3743,447,7049,35066,1596,3612,1868,969,438,455,1072,3659,557,32967,569,477,9970,95,17164
CH046_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3204,472.5,4544.5,30660,1143.5,2603.5,1473,932,304,581.5,711,1910,437,23116,473,307,4058,90,17141
CH046_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2894,437,4778,40488,1432.5,3184,3816.5,3740.5,357,585,737,3712,654,28180,493,458,4956.5,108,17164
CH046_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3278.5,486.5,6596.5,32113.5,1239,2911,1758,1071,361.5,486,829,3283,506,30983,498,500,5336.5,88.5,17095
CH046_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3982.5,455,7231,34674,1134.5,3084,1819,1180,403,438,915,2681,491,32875,533,559,7609,107,17326
CH046_25_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1918,550,5498,30302.5,1524.5,2764,1616,1546,472.5,724,906,2890,505,29518,669,655,8013,109,17533
CH046_25_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2030.5,476.5,7566,35782,1219.5,3119,1656.5,1011.5,392,510,850,3208,457,35793,562,566.5,9104,107,17567.5
CH046_25_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1849,456.5,5285,31133,1101,2692,1405,825,349,449.5,786.5,1894,388.5,26565,535,356,5539,102,17037.5
CH046_25_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1699,506,5588,30129,1088,2587,1427,1444,379,667,782,2611,476.5,30083,542.5,509,4774,84,16887
CH046_25_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1797.5,400.5,4866,31444,1126,2701,1443,970,336.5,495,722,1769,447,25123,435.5,417,3381.5,85,17164
CH046_25_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2205,466.5,7041,34974,1313,3081,1740,913,365,438,936.5,2997.5,459,34605,571,532,8100,108,17303
CH046_25_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2156,539,7780,36358,1113,3022,1743,1207,452,433.5,893.5,2628,451,35205,532,605,7090,76,17487
CH046_25_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,5036,449,6608,33267,979,2593,2642,997,436,436,808,1865,412,29806,546,433.5,5751,108,17314.5
CH046_25_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2123,853.5,4806,27810.5,2074,3144.5,2599,2919,631,1282,1067,5385,901.5,26288.5,1632,617,5851.5,95.5,17498.5
CH046_25_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3399.5,459,5610,32944,1152,2648,1772,968,368,474,803,2283,402,31006,558,491,7432,106,17279
CH046_25_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2235,476,26646,35182,1383,3609,1639,834,2321,448,9014.5,3390,528,31814,558.5,650.5,9067,95,17095
CH046_25_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2573,417,5712,33982,2009,5257.5,1739.5,727,346,430,844,2910.5,443,29852.5,574,598,7947,116.5,17095
CH046_25_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,6546,818.5,6536,34813,1794,4111,6795,2534,395,457.5,923,12865.5,4223,37292.5,595.5,483.5,8000,107,17372
CH046_25_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,5705,634,2302,28215,2417,2393.5,25585,2622,452,725,932,15135,5826.5,31386.5,549,381,3503.5,116,17049
CH046_25_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3196,618,6743,31790,1928,4084.5,6114,2774,424.5,432,837,13132,3296,34039.5,578,642.5,5381.5,114,16910
CH046_25_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3041,512.5,6589,34432,2584,5135,3815,2089.5,445,442.5,960,10205,1922,34109,671,599,9910,111,17210
CH046_25_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2678,524,6720,31883,1978,3978.5,3448,1758,419,509,877,7057,1187,36912,469,518,7044,106,16968
CH046_25_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3114.5,581.5,7234,34951,1888,4145,2934,1983,452,467,955,6457.5,918,37961.5,574,581,8922,106,17372
CH046_25_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2243.5,475,6891.5,36277.5,1192,2868,1760,847,431,448,916,2788,452,31652,479,615,7407,94,17118
CH046_25_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3058,476,7918,36335,1439,3332,2715.5,1187,423,404,867,3972.5,680,36900.5,473,631.5,9848,99,17233
