,TR:KI035:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
KI035_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7460,527.5,16587,42818,2230,3546,12409,1727,473,336,882,1812,475,28145,762,600.5,4179.5,112,16378
KI035_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1723,447.5,13875,38261.5,3131,4731,6258,1696,436,450,736.5,3224,653,26946,765,606.5,4629,116,16310
KI035_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1912,NaN,11757,37200.5,2173.5,4013,4676,1210,447,NaN,NaN,2095,377,NaN,472,NaN,4303,142,16490
KI035_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1644,436.5,20947.5,38873,2977,4478,5049,1419,616,261,3248,3450,719,28387.5,570,525.5,4624.5,135,16241
KI035_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1703,NaN,11726,36669.5,4622,6952,5176,1324,496,447,NaN,2726,516,NaN,702,335,4177,108.5,16486
KI035_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1761.5,NaN,14330,39173,8947,9181,15441.5,5218,414.5,342,NaN,8881,2077.5,32240,657,NaN,NaN,136,16176
KI035_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2532.5,632,3666.5,26900,5685,3213,24085,1702,568,407,945,2375,779,26046,553,581,6883,116.5,16598
KI035_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2473,NaN,14176,41503,5918,6019,11337,2911.5,464,272.5,NaN,4966,974,28468,751,NaN,4713,121,16564
KI035_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2097,730,12793,39127,5389,6187,6878,1914,452,363.5,NaN,4018,894.5,NaN,NaN,599,NaN,121,16841
KI035_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1913,NaN,13555.5,40960.5,4180,5125.5,5763,1541,392,NaN,NaN,4358,1082.5,23162,NaN,NaN,NaN,111,16140
KI035_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1699,NaN,13454,38388,6272,6860,8672.5,3288.5,340,NaN,688,7436,1356,29391,NaN,NaN,4433,116,16410
KI035_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1530,485,12259,37535,2683.5,3880,4540,1373,385,222,NaN,2489,491.5,23693,650,529,4652,151,16864
KI035_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1516,374,12881.5,35712,3091.5,4492,5128,1144,359,328.5,NaN,2946,723,25296,499,382,4092,142,16548
KI035_25_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2485.5,555,13206.5,34974,5062.5,6653,10254.5,1983,492,427,650.5,8611,2791.5,33025,678,NaN,4223,100,17176
KI035_25_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1241,NaN,12601,33452,4066,5172,8357,2057,389.5,458,NaN,5128,1161,31017.5,712.5,617,4178,136.5,17095
KI035_25_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,964,NaN,12680,35182,3722,5030,7617,2211,398,251,NaN,4201,876.5,29553,530.5,525,4575.5,103.5,16910
KI035_25_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3387,350,12268.5,35205,2449.5,4370,6933,1938,332,272.5,NaN,2609,612.5,NaN,597,380,4041.5,133,17003
KI035_25_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1081,NaN,11119,30545,3600,4963,5911,1584,436.5,257,NaN,4596,1138.5,NaN,392,562.5,3438.5,114,16046
KI035_25_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1225.5,447,14559,35412.5,4020,5423,7336,1920,3889,347.5,2967.5,4887.5,964.5,30314,633.5,579.5,5255,140.5,16331.5
KI035_25_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1063,395.5,15286.5,34870.5,4168,5232.5,7828,1866,1655,289.5,988,4178,938.5,30510,746.5,463,4427,131,16657
KI035_25_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,18456,597.5,16307,27453,2674,4539,16022.5,1932,471,265,766,3371,632,30568,775,689.5,3528,128,16541
KI035_25_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1315,NaN,13222,33636,4703,6089,9418,2084,478,433,NaN,7086.5,1683,NaN,701,NaN,4217,140.5,16472
KI035_25_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2458,NaN,12071.5,34051,4185,5552,13454,2640,341,NaN,NaN,7993,2377,NaN,483,NaN,4276.5,107,16610
KI035_25_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1371.5,NaN,18421.5,37235,4245,5366,7248.5,2081.5,495,NaN,2514.5,6347,1438.5,25123,382,485,NaN,92,16645
KI035_25_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1618,NaN,14218.5,34028,6092,8313,13126,2552,469,407,NaN,10132.5,3130,36197,617,503,4793.5,155.5,16552.5
KI035_25_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,64573,720.5,18582.5,39980,14337,10653.5,30245,6334.5,537.5,425,626,15347.5,5007,4148.5,786,561,4297,80,16864
KI035_25_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4110,864,4518.5,28561,7550,4106,52023,3640,563,521.5,974,12560,6951.5,34455.5,595,588,7063,97.5,16680
KI035_25_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,55460,1088,24362,42806.5,11136,9703,38642,7199,503,489,903,17510,7230.5,34951,864,814,3777,50.5,16205.5
KI035_25_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,59198,1073.5,23162,39519,16657,13363.5,35850.5,6819.5,634,604,723,19367.5,7892,36785,1243,793.5,4944,130,16587
KI035_25_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,7419.5,NaN,15777,34524.5,6109,7827,19586,2843,455,391,482,15370,7248.5,31133,622,267.5,2956,97,16875.5
KI035_25_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,56902,655.5,21524,40142,17175.5,12586,33129,6427,416,471,852,18341,6326,34674,1359.5,863.5,4356.5,129.5,16719
KI035_25_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1084.5,515,15328,39058,3640,5290,8073.5,2263,377,377,953,5480,1140.5,32529,732,592,5003,115.5,16518
KI035_25_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1653,577,15646,32898,5155.5,5929.5,15752.5,2174,497,218,538,9903,3990,32586,612,498,4649,124,16256
