,TR:CH025:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
CH025_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4589,570,22088,40090,1247,2705,5941.5,952,1462,703,4323,3172,695,27061.5,983,482,4197,135,16790.5
CH025_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4556,501,3740,27615.5,1934,5428,3738,727,374.5,635,556,2995,561,25296,666,510.5,3147.5,113,16134
CH025_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4488,495,3233,31689,1539,3249,7057.5,2150,366,605,554,3506.5,663,24234,575,467.5,2877,120,16006
CH025_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,12517,557,893,20749,1729,1611.5,27027,662,454,425,510,1390,433,18845,382.5,330,1780,125.5,15908
CH025_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4291.5,567.5,2701,22249,1160.5,2490,3540,667,358,491,476,1988,492,23114.5,627,474.5,2392,110,16169
CH025_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4081,576,3245,25053.5,1218,2942,3463,769,396,565,601,2418,515,22157,692,512,3610,93.5,16105
CH025_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4437.5,527,3056,31458,1243.5,2666,3876.5,731,360.5,450.5,619,2441.5,542,24280,544.5,460.5,3568.5,149,16127.5
CH025_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4624,536,7112.5,47452,1164.5,3326,14814.5,4572,388,651.5,658,4899,980,24811,813.5,433,6255,165,16871
CH025_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5531.5,561.5,3592,26138.5,1285.5,2896,3739,625,366,642,638,2318,483,24522.5,675,464.5,3512,141,16207
CH025_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4056.5,465,2930,28538.5,1175,2464,3501.5,656,358,480.5,496,1884.5,442.5,20772,618,497,2315,132,16421.5
CH025_25_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3047.5,739.5,3614,28781,1728,4196,6426,1865.5,413,661,579,7582,2582.5,29207.5,922,563.5,3892,88,16169.5
CH025_25_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3113.5,786,3485,30823.5,1489,3916,8942,2236,368,662,624,9935,3174,28561.5,678.5,425.5,3772,105,16179
CH025_25_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2355.5,488,2881,27373,1031,2247.5,2825,798,349,559,513,1862,410,21556.5,709,447,2761.5,127.5,16251
CH025_25_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2921,524,3375.5,27869.5,1082,2585,3187,809,377,642.5,628,1997,403,24026.5,687.5,366,3377,93,15904
CH025_25_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4033,561,3519,30731,910,2227,3137,866,388,510,441.5,2297,524,20598.5,585,379,2820,126,15175
CH025_25_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2599,550.5,4542,40413,799,2580,6818.5,1081,4232,660.5,2995,2402,516,21026,701,912,2755.5,141,16252
CH025_25_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2514,546.5,3835,30719,1157,2469,3441,686,1317,478,569.5,1972,452.5,21903,585,408.5,2768.5,113,16111
CH025_25_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,5000,508,2561.5,22734,744.5,1726.5,6025,678,347,444,442,1410,336,20772,570,500.5,2319,131,16113.5
CH025_25_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2718,637.5,3427,34643,1164,2920,6353,1499,398.5,646,564,3692,713.5,27073,880,471.5,3718,126,16687
CH025_25_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2957,506,2946,27881,1017,2158,3499,887,368,616.5,526.5,1863.5,428.5,22722,662,470,3292,108.5,16403
CH025_25_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2328.5,546.5,15060.5,27742,1154,2912,3292,896,1231,665.5,3522,2553,565,23945.5,934,413,3334,133,16225
CH025_25_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2914,606,3767.5,32462,1534.5,4697,3603.5,882.5,384,639,524.5,2658,609,24765,765.5,315.5,3441.5,91,15863
CH025_25_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4255,823,3568,36674,1221,3315,17691,2643.5,353,642,480,10200.5,3941.5,28930.5,665,437.5,2775.5,114,16255.5
CH025_25_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,6423,630,816.5,21072,1842,2053,38301.5,2027.5,461.5,702,547,5341,2529,21222.5,416.5,386,1376,121,15970
CH025_25_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2260,649.5,3227,26311,1064,2551,8898,2002.5,333.5,422,540,6431,1759.5,24719,636,412,2531,126,16224.5
CH025_25_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2386,541,2574,27304,1313.5,3169.5,6746,1470.5,389,506,500.5,5562,1308.5,25053.5,554,441,2597,128.5,16102
CH025_25_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2573.5,582,3140,30904,1333,3219.5,5292.5,1364.5,380,458,528,4212,873,24534,717.5,494,3119.5,114,16310.5
CH025_25_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2918,644,3861,23911,1271,3445,5077.5,1601,392.5,496,522,3866,753,28665,808,480,3631.5,87,16366
CH025_25_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2397,569,3094,37597,1064,2408,3754.5,923.5,416,614.5,512,1994,446,24291.5,676,439,3107,65,16188.5
CH025_25_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2493.5,567,2763,36259,759,2073,7956,1230.5,381,974,480,2167,641,19526,844,424,1692,110,16540
