,TR:IB058:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
IB058_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2368,1029,2572,27604,3355,3130,19341,1207,320,436.5,697.5,3198.5,678.5,24534,706,442,2435,92,16664
IB058_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2196,810.5,2831,26773,4361,3872,18833,1065,370,361,781,2652,641,25988,527,406,2316.5,119.5,16294
IB058_25_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1848,997,3164.5,29912,5505,3956,20483.5,1484,571,488,884,4990,2220,25827,954,530,2361,98.5,16207
IB058_25_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1156,784.5,2483,24891.5,4048,4242,17598.5,1190.5,312.5,420,600,3245,913,23565,571.5,453,2448,103,16056
IB058_25_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1358,843,3119,29012,4429,4584,18787,1597,392,407,767.5,3172,626,27442,550,348,3654,109.5,16479
IB058_25_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1494,969.5,3203.5,29750,2504,2671.5,18464,1389,330,347,659.5,2567,641,27361.5,614,514,2454.5,132,16308
IB058_25_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1251,927,3636.5,29589,4309.5,4270.5,19260.5,1500.5,377.5,368,768,3857.5,856.5,27696,507,508,2608,123,16160
IB058_25_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1248.5,959.5,3844,27858,4239,4169,17633,1251,1157,348,1296,3360,798,25757,541.5,556,2527,79,16503
IB058_25_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1249,886,2973,28688.5,3864,3771,19410,1306,679,339,681,2864,657,28227,668,383.5,2222.5,109,16351
IB058_25_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,5624.5,812,2826,24165,1988,2513,21141,1381,340,481,692,1734,392.5,25607.5,640.5,454,1965,120,16420
IB058_25_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
IB058_25_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2114,853.5,1959,26922.5,3111,2831,18210,1138,415,545.5,934,2422.5,584.5,21060.5,897,583,2547,119,16341
IB058_25_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1148,853,3763,27927,3927,4087,18441,1117,382,268,921,2907,751,25019,569.5,330,1888.5,120,16622
IB058_25_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1373,1035.5,2503,24176.5,6428.5,5032,19295,1144,417,442.5,862,3522,990,23726,642,467,1786,127.5,16416
IB058_25_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1575.5,1227,3600.5,25965,4717,3831.5,25988,1996,513,450,1071.5,8505.5,3638,24892,644,449.5,2248,112,16133
IB058_25_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4127,944,859,16521.5,5934,2136,43044,1925,556,497,756.5,3622,1359.5,27073,416.5,315,3536,99,16491
IB058_25_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1609.5,1084,2412.5,28319,4021,3684,24165,2076.5,355.5,493,724,6151,1734,24534,600,376,2463,122,16435
IB058_25_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1587,1254,3168,28642,5560,4568,22849,1964,473,457,779.5,5290,1900,28296,913,427,2132,157,16502
IB058_25_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1773.5,1025,2263,29381,4413,3752,18718,1278,433,352,901.5,3044,688.5,23495,702,500,2346,129,16169
IB058_25_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1340,1145.5,2315,26149.5,4024,4124,21995,1624,360,243.5,792.5,4798,1376.5,26981,591.5,405,2590,134,16536.5
IB058_25_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1435,1114,2349,28596,3714,3239.5,18741,1041,495.5,340.5,855.5,2764,653,23542,598,501,1873,93,16381.5
IB058_25_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1368.5,930,3336,29612,4269,4417,20864,1254.5,445.5,332.5,1100.5,3216,775,24903.5,613.5,319,2559,119,16111.5
