,TR:UZ016:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
UZ016_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7923,629,3821.5,32543,977,1976.5,8052,670.5,382,524,869,1266.5,420,25296,606,413.5,1823,121,15209
UZ016_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4332,679,2823,29519,1300.5,2291,7444,1214,364.5,509,687,2129,509.5,26634,617,469,1760,99,15267
UZ016_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3517,722.5,2290,28319,1045,1809.5,6249,834.5,388,529.5,688,1368,426,26784.5,542,474,1600.5,103.5,15705.5
UZ016_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4719,726,20795,36639.5,1581,2732,6968,934,912,567,3557,2544,624.5,28781,709.5,540,2468.5,107,14806.5
UZ016_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3776,713,2370,27246,2084.5,3504,5437,718,375,542,636,2310,593,25203,564.5,379,1749,113,15200
UZ016_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3656.5,610,2804,33881.5,1735,3140.5,7601.5,1263,324,463,802.5,2659.5,585,24326,616,402.5,2610,103.5,15499.5
UZ016_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11418,536.5,1347,26404,2159,1500,26057,687,455,512,644,1340,454,23011,484,437,1688,116.5,15113
UZ016_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3293,663.5,2960,29935,1439,2770,5855,842.5,499,582,685,2143,567.5,27465,574,291,1526,111,15374
UZ016_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3166,750,2458.5,30050,1342,2244,7627,966,483.5,663.5,732,2824.5,1070,24142,685,460,1265,105,15836.5
UZ016_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3656,663,3541,37436,1305,2718.5,7575.5,952.5,428,574,709.5,2339,620,27627,619.5,419,2307.5,134.5,15404
UZ016_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2831.5,765,2384,30350,1595,2555.5,11655,2088,414,524,697,2925.5,667,25538,592.5,487,1882,104,15230
UZ016_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2926,672,2444,28053.5,1180,1998,5125,708.5,329,523,627,1644.5,349,26415,597,417,1795,79,14990
UZ016_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3367,686,2791,32115.5,1247,2448,5386,747.5,350,495.5,748.5,1831,440,24696,569,424,2268,123,15348.5
UZ016_25_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2466.5,842.5,2787,27419,1829,2975,8589.5,1337,593.5,655,722,4627,2146.5,32012,741,430,1901,121.5,15343.5
UZ016_25_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2040.5,696,2190.5,26080,1277,2310.5,6370.5,1024.5,364.5,513,632,2298.5,623,26784.5,540,431.5,1425,119,15180
UZ016_25_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2553,633.5,1975,24165,1012.5,2249,5098,960,328.5,498,693,1908,397,16020.5,519,429,1464,69,14513
UZ016_25_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3366,692.5,2495,30096,963.5,1926,5628,792,363,485,824,1651.5,435,26196,615.5,499,1776.5,118,15265
UZ016_25_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2375,718,2861,30766,1232,2116.5,5263.5,957.5,369,547,742,2399,620.5,25942,518.5,469.5,2259,100,14780
UZ016_25_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2369,594.5,5100.5,29877.5,1403,2537.5,5793,932.5,2932,572,5061,2637,611,27927,572,997.5,2422.5,110.5,15245
UZ016_25_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1999,629,2142.5,24637.5,1344.5,2234,5688,833.5,711,456,659,1821.5,504,26311,554,500,1780.5,127.5,15147
UZ016_25_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2853,651,2300,27742,781,1539.5,6618.5,770,409,600,796.5,1109.5,422,22503,567,455.5,1415,131,15225
UZ016_25_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2305,713,2259,24961,1424,2369.5,7565,1084,431,596,690,2595,566,27038.5,630,458,1776,120,15505.5
UZ016_25_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3758.5,694,2768,28873,1099,1910,6822.5,1151,408,523,754.5,2430,539,25919,548,445,2124,121,15266
UZ016_25_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1995,524,8501.5,21187,898,2187,4993,882,644.5,524,4202,2471,513.5,21026,524,446,1516,93,14934
UZ016_25_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2768,695,3536,31469.5,2082,3878,7180.5,1156,420,576,982,4332.5,886.5,25273,676,530,2310,106,14858
UZ016_25_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,5573,918,4079.5,31019.5,2110,3433.5,17183.5,1703.5,422,578,993,14313.5,4520,28735,569,482,2619,132,15276
UZ016_25_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,6608,746,1245.5,26496,3588,2144.5,35382,1602,479,564.5,708.5,6957.5,3109,26657.5,499,310,2951,91,15109
UZ016_25_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2082.5,800.5,2398,21880,1413,2745,12610.5,1779,428,640.5,733,8541,3103,26946,614.5,459,1568.5,118,15214
UZ016_25_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2817,1066,5230,26034,1970,3188.5,12483,1439,561,809,974,8925,3169,26357,675.5,555,2021,149.5,14835
UZ016_25_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2004,491,3544.5,24257,1166,2925,7170.5,1063,399,521,803,3912,883.5,20887,587,465,1291,96.5,14711.5
UZ016_25_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2216,783.5,2583.5,22837.5,1583,3012,9605,1347.5,440,595,808,6454,1496,26622.5,593.5,455,1825,104,15295.5
UZ016_25_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1812,593,1864,21072,1019,1451.5,4503.5,668,361.5,588.5,577,1389.5,415,22514.5,592.5,449,1110,133,14843
UZ016_25_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2232,726,2062.5,20057,1504,2314,9631,1081,388,631,564.5,3835.5,884,24072.5,618,368,1846,116,15131
