,TR:UZ003:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
UZ003_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7461,4051,2878,28250,3139.5,2506.5,9486,7359,3238.5,3109,1795,4395,993.5,24014.5,7444,1319,3809,101,15478.5
UZ003_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2694,710.5,2449,27176.5,1241,2251.5,7422,1032,428.5,475.5,580,2073,563,23472,512.5,530,2088,95,14883
UZ003_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4211,673.5,3261,30904,1044,2154,6562,797,449,427,598,1669,458,27269,464,371,2185,119,14974
UZ003_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3737,630,14000,30812,1396,2530,6525,685,713,370,2081,2370.5,633.5,23011,427,462,1999.5,88,14756
UZ003_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4086,551,3446.5,32450,2171.5,4629,7036,731,392,424,627,2459,776.5,23403,468,406.5,2340.5,97.5,14811
UZ003_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3113,558,3303,31320,1333,2880,10431,2017.5,414,492.5,669.5,2419.5,769,25861,533,476.5,1948,103,15358.5
UZ003_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,13820.5,507,967,21464,1662,1425,24949,800.5,462,346,624,1422.5,699,18649,337.5,419,2319,97.5,14760
UZ003_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3337.5,1149.5,2681,29635,1632,2351,6858,1801,794.5,857,661,2331,686,20934,1405,607,2254.5,137,15273.5
UZ003_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2939,597.5,2857,28665,1477,2055,6549,824,504,431,577,1956,683.5,23749,480,420.5,1593,135.5,14609
UZ003_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3067,547,3117,31054.5,1202.5,1932,5859,686.5,380,447,608,1963,516,21741,463,519,1490,106,14673
UZ003_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2603,574.5,1959,23403,1221.5,1992,10210,2359,316,426.5,580.5,2244.5,734,24638,474.5,444,1924,107.5,14963
UZ003_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2961,697,3376,30466,1246.5,2452,5783,790,415,432,659,1894,593,26404,519,491,2046,76.5,14755
UZ003_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4071.5,576.5,3866,32600.5,1475,2521,6334,719.5,380,405,709,2110,587.5,19352.5,480,393,1979,104.5,14932
UZ003_25_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2980,759,3088.5,29012,1505,2900,8810,916.5,458,486,600.5,5322.5,2595.5,25226.5,552,500,2235,121,14682
UZ003_25_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1463,533,2690,29530.5,1188,2383.5,5824,771,341,451,561,2224,723,22665,401,439,1703,125,14875
UZ003_25_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2501,635,3548,36985.5,1304,2409,6155,945,344.5,350,732,2283,491,20357,372,452,2781.5,102,14728
UZ003_25_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2911,571,2470.5,25019,930,1945,5426,731,404,413,572,1368.5,408,24603,546,441,1691,110,14843
UZ003_25_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1349.5,535,3185,25976.5,1068,2234,4776,855,354.5,391,528.5,2011,694,23726,463,395.5,1682,115,14460.5
UZ003_25_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1648,636.5,4333,28088,1216,2373,6153,793,2664,347,1441,2056,689,23195,447,915.5,2110,98,14899.5
UZ003_25_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1653,575,2772,29289,1217,2218,6816,978.5,791,381,624,1957,645,22595,522,399.5,1673.5,119,15197
UZ003_25_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,8450,669,3467,32774,1064.5,1839,9519,657,399,464,666,1582,357.5,18464,499,459,2013,113,14809
UZ003_25_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1911,641,3373,30743,1424,2741.5,6798.5,1062,458,450,552,2417,746.5,26404,612,460,2257,125,14859
UZ003_25_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3616.5,617,3355,35243,1243,2194,7172,817,331,407,633,2268.5,519,20195,478.5,442,1804,97.5,14461
UZ003_25_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2847.5,587.5,13335,36282,1514,2526,6364,835,922,324,3854,2868,727,21672,450.5,460,2192,107.5,14828
UZ003_25_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2172,624,3451.5,28988,1847,4122,7163,1011,375.5,443,599,2618,898,27476.5,485,383.5,2024,104,14513
UZ003_25_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3711,671,2908,28538.5,1238,2745.5,16675,1453,330,411,537,6576,3535,27627,398,359,1797,77,14548.5
UZ003_25_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,8374,639.5,1355,27027,2636,1827,33743,1451,424.5,374,742,7836,4668,21995,367,337,3262.5,126,14727
UZ003_25_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2213.5,687,2819,28677,1478,2284,11902,1284,420.5,392,580,3884.5,1742,24926,465,483,1793,101,14679.5
UZ003_25_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3969,676.5,4553,35785.5,2331,3421,11749,1198,436,503,788,4883.5,1684,26438.5,592,538,2656,104,14659
UZ003_25_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2209.5,556,2789,30673,1265,2399,6898,773,347,290,600,1917.5,567.5,21187,429,456,2079.5,113,14543
UZ003_25_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1840,772,2096,13883,1224,2190,8135,1047,359,357,516,2745,1373,26450,472,456,1308,105,14669.5
UZ003_25_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2542,575,3469,31284.5,1151,2147,5346,647.5,376.5,407.5,661,1465,563,24303,422,465,1739,108.5,14522
UZ003_25_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3214.5,628.5,3075,29323.5,1540,2294,8792.5,757,381,413,569.5,1898,717,24673,452,426.5,2005,117.5,14745
