,TR:UZ021:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
UZ021_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
UZ021_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4696,545.5,3016.5,32667,1902,2341.5,5124.5,664,395.5,567.5,629,3324,512,23255,510.5,548,1200,73,16352
UZ021_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5414.5,672,3261.5,34121,1899,2432.5,4910.5,656,406,320,632,3319,508,23773.5,437,488,1419,84,16436
UZ021_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4844,698,2983,38412,1936,2299,7655.5,2762,448,371.5,839,3516,520,25042.5,571,418,1191.5,125,16259.5
UZ021_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4708,601,3391.5,31894.5,2482.5,3185,4696.5,700,399,517.5,779,3837,588.5,25239,405,433.5,1658,87,16726
UZ021_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4391,525,3283,32494.5,1758,2649,4829,600,423,410,726,3007,490.5,22793,445.5,338,1555,130,16626
UZ021_25_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2443,761,3297.5,26357.5,2532.5,2739.5,6332.5,896,588.5,426,629,9844,2174,23727.5,651,563.5,1523,90.5,16695.5
UZ021_25_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2820.5,726,2513.5,30256.5,1388,1759.5,5437,960,561.5,317,611,2715,429.5,15493,304.5,445,1089.5,102,16169
UZ021_25_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1872,572,12253.5,29299,1262,2184.5,4210,694.5,842,NaN,6531,3376,396,14571,447.5,439.5,799.5,107.5,16645
UZ021_25_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1479.5,660,2412,26853,1217,1658.5,3821,564,444.5,437.5,777.5,1977,393,22159,503,476.5,1213,124,16595
UZ021_25_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4399,568,3380,30775,1896,2697,4919,816.5,459.5,414,944,5301.5,898,22793,558,430,1227,108,16208.5
UZ021_25_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2927,748.5,4437,25400,2342,3063,11686,2132,4924,NaN,3415,13481,2338,25723,403,888.5,1374,140,16319
UZ021_25_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4796,676,1955,24731,2643.5,1600,24731,1260,2613.5,478,1371,5817,1540,23416,476,569,1641,105,15962
UZ021_25_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1276,509,1975,23347,1167,1080,3869.5,494,424,423.5,620,1819,433,6225,378,306,790.5,152,16513
UZ021_25_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1352.5,765.5,1852,24270,1470,2324,4132,526.5,485,NaN,897,2318,403.5,NaN,494,NaN,NaN,59,16334
UZ021_25_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1525.5,624,2943,31075,1497,1967,3859,647.5,415,461,711.5,2614.5,505,22216,511.5,476,1234,142,16437.5
UZ021_25_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1699.5,610,4065,36623.5,1590,2178.5,4168,582.5,439,406.5,969,2811.5,425.5,23912.5,389,399,1218,93,16783.5
UZ021_25_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1513,522,3162,29853,1417.5,2066,3662,555,674.5,NaN,848,2386.5,422,22458.5,448,434,948,157,16789
UZ021_25_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1440,458,2887,29483.5,1543.5,2367.5,3660,641,402.5,365,542,2362,453,20971,296.5,277.5,967,135,16621.5
UZ021_25_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1614,605.5,3023,30129,1531,2566,3866.5,500,397,468,366.5,2303,429,6795,495,476,939,117.5,16364
UZ021_25_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2233,886,2368,26923,3099,1694.5,10739,1295,911.5,1202,814,9023,1090,15482,693,702,1282.5,69,16737.5
UZ021_25_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1828,961,3050.5,27223,2569,2553,7168,1188,585,1003,858,6208,1182,23347,1194,380,1114,115.5,16795
UZ021_25_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1958,475.5,2395,33105,1446,2262.5,5246,940,308,359,843,4324,442,11768.5,321,392,1182,139,16279
UZ021_25_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2326.5,616,3673,24454,1885,2959,6487,1322,424,NaN,603.5,6536,683,10966.5,376,NaN,680,119,16355
UZ021_25_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1433,636,2662.5,29679.5,1510,1714,3351,565,560,440.5,495,2187.5,450,21282,477,426.5,1024,83,16474.5
UZ021_25_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2924,647,4071,34651,1582,2593,4758,648,396,388,463,3737,455,21686,445,426,1991,116,16206
