,TR:CH033:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
CH033_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,18452.5,NaN,17296.5,39513,1826,5257,22318,1022,376.5,NaN,1188.5,3328,789,38151,660,NaN,4541,114,14803
CH033_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CH033_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4843,876,19156,40505,2244,5624,16555,1106.5,500,602.5,1242,3101.5,584.5,40297.5,1150.5,557,8993,146,15051.5
CH033_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3500,NaN,22711,33881,1836.5,4760.5,12381,835,886,NaN,4821,3686.5,895,30142,1189,666.5,6266,134,14712
CH033_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4106,973,21014.5,42652,3078,7858,14523,1172,551.5,732,1177,4795,1165.5,40459,1200,510,8415,91,15227.5
CH033_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3316.5,NaN,12802,44937,1870,3138,16348,1186,364,NaN,540,3695,828.5,22468.5,520,425,2671,102,15071
CH033_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8924,927,5537.5,33397,2723,4141,31943,1039,644,921.5,962.5,2380,712,32808.5,552,367,9126.5,84,14697
CH033_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5751.5,1049,19433,42329,2333.5,5496,18441,1378.5,530,474,1216,4851,1227,NaN,942,457,5742,116,14932
CH033_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5180,1047,22595,43229,2702,6408,16865,1302,567,762,1391,5258.5,1641,47418,1248,574,9587,99,15314
CH033_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4101.5,873.5,17702,37367,2003,5312,13055,961,470,NaN,1266,3848,854,26796,1068,386,7883,111,14705
CH033_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4271,802.5,20518,47545,2480,5146,25134,5162,596,989.5,1187.5,7093,2187,37147.5,1419,565,7188,111,14775.5
CH033_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4094,NaN,19064,43413,2111.5,5135,12681,1062,450.5,NaN,1113,3312,812,34020,1013,544,7456,110,14940
CH033_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4424.5,NaN,19503,43667,1956.5,5786,13760,1051.5,606,NaN,1173,2997,763,19447,884.5,483,8082,92.5,15105
CH033_25_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,45375,1414,25849.5,41486,5472.5,9526,32797,1884.5,893,1004,1541.5,12936,8184,46760,1452,672,9422,91.5,14693
CH033_25_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3089.5,NaN,15762.5,31412,2512.5,6989,23795.5,1888.5,343,NaN,895.5,9526,3750.5,42063.5,651,877,NaN,118,14605
CH033_25_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3242,664.5,17264,39582,2131,5462,11703,1207.5,440,559,1209,3451,662,33489,850,385,8323,73,14986
CH033_25_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3843,980,22353,42698,2030,5395.5,15934,1141,560,655,1302,3541,831,41983,1243,550,10173,89,14949
CH033_25_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3547,667,17275.5,44671.5,1910,4684.5,13007,1121,439,752,1190,3348,798.5,30627,1024,462,7347,91,14746
CH033_25_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4230,1064,22895,46910.5,2290,5756,17136.5,1314,6534,661,6187,4350.5,1033.5,37851,1416.5,752,9386,103,14817
CH033_25_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3874,796,20310,46829,2214,5390,15298.5,1049,1431.5,745,1262,3657,826.5,36143,1185,534,5465,100,15092
CH033_25_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,55507,NaN,19780,36928,1336,5052,37170.5,1462,453,NaN,1200,2874.5,576,36766,763,527,6511.5,90,14875
CH033_25_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,5128,1122,18302,38624.5,2645.5,6168,19641,1564,512,NaN,1246,7536.5,2349,40067,951,511,7083,95,14623
CH033_25_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,5315.5,913,20080,40067,2104,5154,16664,1120,539,585,997,2874,662,45421,1130,469.5,9639,113.5,14834.5
CH033_25_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4430,951,34043,45248.5,2553,6235.5,18949,1143.5,1441,633.5,4820.5,5408,1630,43737,1139,505,9688,110,14563
CH033_25_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,5064,960,20033,41336,2553.5,6960.5,18602,1158,390,508,1049.5,4340,939.5,35497,835.5,476,8740,98,14681
CH033_25_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,6580,1138.5,19445,40644,2586.5,7296,36928,3439,467,788,1127,19087,13543,40528.5,1019,507.5,7856,87,14689
CH033_25_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,7860,1040,7146,34551,3688,5354,50407,3631,697.5,897,1248,15594,7858,42721,739,431.5,11513,114,14579.5
CH033_25_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,5371,NaN,22849,41290,2558,6518,28353.5,2833,415,472,1319,11356,4556,37643,1002.5,541,5808,95,14515.5
CH033_25_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4374,1123.5,19237.5,34920,2860.5,7712,25768.5,2228.5,500.5,609,1285,10313,3427,44060,976,502,7298,145,14559
CH033_25_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4477,801,17772,38313,2838.5,6333,20910,1608,441,567,1169,7420,1808.5,38555.5,1056,445,9150.5,154,14780
CH033_25_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4390.5,NaN,18325.5,40355.5,2858,5429,22976.5,1793,404,574.5,1084,6780,1483,37874,1028,436,8350,116,14924
CH033_25_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3757.5,747,16794,41867,2127,5372.5,16040,950.5,424.5,565,1261.5,3291,614,35658.5,765,410,6139,105,14751
CH033_25_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,5953.5,914,30327,45317.5,2157,7672,21395,1740,431,608,1248.5,5165,1607.5,47164,1011.5,539,11399,109,14458
