,TR:KI024:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
KI024_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2831.5,567,4004.5,21247,2895,3093.5,3284,723,341,410,548.5,1690,447.5,32829,600,474,3203,118,17049
KI024_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3793,546,5112,22158.5,2887,3187,3949,673.5,348,448,653,1798,439,38550,554,524.5,4303,108,17602
KI024_25_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3951,677,4106.5,19886,3520.5,3015,4475.5,1149,408,572.5,762.5,2118,606,34178,630,561,3554,123,17256
KI024_25_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3504,574,3796.5,16089.5,3284.5,2982,4385,1013,339,433,650.5,2119.5,488.5,32032.5,511,437.5,3217,91.5,17198.5
KI024_25_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2872,411,3955,18882.5,3064,2616,3256,797,278.5,437,596,1369,293,31560,440,619,4934.5,130,17118
KI024_25_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4322,459,3825,18064,2918.5,2420,3606,803,325,446,769,1461.5,332.5,32252,451,556.5,2955,114,17049
KI024_25_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3653.5,537.5,4203,16805.5,3484.5,3106,3506,1035,327.5,514,522,2095.5,514,33751,536,615,3885,170,17014.5
KI024_25_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3576.5,390,5449,19794,3558,3063,3906,906,1464,440,1343.5,1897.5,410,33567,574,1172.5,3564.5,107,16933
KI024_25_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3978,465,4803.5,20486,3284.5,3382,4752.5,1104.5,605.5,403,716,2244.5,485,39265,562,509,3336.5,128,17095
KI024_25_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,10215,523,4466.5,20463,2148.5,2377,7757.5,912,399.5,426.5,685,1107,311,31017.5,531,520,2709.5,135,17175.5
KI024_25_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3344.5,611.5,3867,18721.5,3580,3373.5,4904.5,1292,313,481.5,643,2556,594.5,35124,640.5,545,3175,117,17303
KI024_25_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3765.5,610,3898,20197.5,3222.5,3198,4827.5,1309.5,335,462.5,766,2058,474.5,34121,518,472,4047,150.5,16910
KI024_25_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3020,496,12297,21940,3423,3548,4211,1113.5,582,386,1939,2428,644,38019,513.5,602,3490,89,17233
KI024_25_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3200,471,5073.5,19990.5,4182.5,4722,4940.5,1452,355,452,759,2988.5,769,37743,542,512,3422,117,17106.5
KI024_25_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4185,603,5294,20717,4148,4513.5,9909,2295,312.5,522,762,8241,2891,42495,560,487.5,3707,103,17060.5
KI024_25_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,6384,469,1167,10944,6799.5,2409,32021,1966,342,500,558,6152,2714,36774,599,528,5124,146,17106.5
KI024_25_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3447,701,4745.5,21132,3813,4333.5,10154.5,2276,324,507.5,684,7238,2330.5,39842,520,493,2772,109.5,17233
KI024_25_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2590,494,4057,19540,3856,4142,6581,1906.5,313,511.5,704.5,4749.5,1312,37743,488,496,2894,79,17291
KI024_25_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3170,469.5,4395.5,20694,3994,4148,6456,1816.5,324,379,720,4092.5,1179,38481,559,517.5,3427,106,17118
KI024_25_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3602,581.5,4368.5,14512,4155,3801,6870,1845,298,461,656,4058.5,1144,38319,623,493,3366,122,17221.5
KI024_25_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2694,549,4020,20209,3412,3382,4138.5,1129,290,441.5,883,2339,620,35712,661,548.5,2931,107,17118
KI024_25_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3390,471,3914,21063,3391.5,3362,5511,1053,331.5,392,633,2061,556,37235,458,406,3125.5,129,17360.5
