,TR:CH038:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
CH038_25_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2356,395.5,13745,24119.5,2217,4156,2986,576,1257.5,413,2639,3087,469,27822,533,565,10053.5,99,17395
CH038_25_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2261,377,6691,23831,2231.5,3105,2646,628,688,394.5,485,2291.5,374.5,23831,525,373,5148.5,117,17452.5
CH038_25_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,21051.5,424,9173,24396.5,1365,3048.5,10259.5,1137,293,419,552.5,2248,377,30591,458,685,5583,95,17475.5
CH038_25_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1724,468,7058,23208,2511.5,3739.5,4642.5,1438,333.5,527,605.5,6612,911,32955.5,576.5,453.5,5971.5,88,17590.5
CH038_25_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2029,376,6513,25446,2105,2694,2312,726.5,334.5,417,479,2046.5,400,26046,522.5,410,5827,71.5,17510
CH038_25_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2106,362.5,15669,24293,2233,3354,2602,654,511,420.5,3453,3261,500,27984,512,456.5,5588,99.5,17267.5
CH038_25_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2367.5,327,6892,24754,2577,4853.5,2571,621,293,444,629,3426,609,26761,598,445,5368.5,103,17406.5
CH038_25_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4447.5,591,6922,23370,2597,4547,10053,1886.5,323,379,612.5,13709,3366.5,32978.5,524.5,482.5,6176,134,17279
CH038_25_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4657,462.5,1883,18687,4435,2584,30383,2314.5,413,488.5,693,9709,2287,28341.5,567.5,353,3953.5,130,17210
CH038_25_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,5189.5,515.5,8776,23670,2495,3985,10321,2277.5,328,388,619.5,8777,1352,30845,495,512.5,5212.5,117.5,17095
CH038_25_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2820.5,341.5,7172,23393,2786,3916,5916,1533,325,403,518,6780.5,953,28584,505,413,5349,107,17441
CH038_25_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2501,345,11571,25815,2376.5,4295,3908,1029,228,371,612,3935.5,526,25792,496,302,8723,86,17441
CH038_25_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3125,449,6464.5,18387,2645,3777,4637.5,1258,306,386,599.5,5045,668,30845,634.5,445,4803,101.5,17349
CH038_25_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3333,383,6566,26057.5,2549,3222,2541,710.5,331,389,595.5,2395,444.5,24062,575.5,431,5959.5,81,17487
CH038_25_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2053,288,6145,22955,2421,2771.5,3503,705,268.5,411,567,2500,442.5,23508,569,432.5,5306,114,17026
