,TR:CH003:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
CH003_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,764,737,2832,23172,4309,5022.5,15528,1663,467,456.5,736.5,4698.5,1044,31366,536,540.5,1750.5,92,17079
CH003_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1301,594.5,906,13466,3799,1781,22688,675,647.5,478.5,648,1328,379.5,23657,377,448.5,1125.5,102,17148
CH003_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,717.5,2872,2607,20160.5,6326,4952,17702.5,6059,2185,2507,1804.5,5711.5,1403,24534,6456.5,1787.5,2724,110.5,17090.5
CH003_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,875,2115,3658,25273,6202.5,5779.5,17587,2639,1650,2048,1592,6658,1454,31954.5,4230,1035,4822,92,17206.5
CH003_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,901,875.5,3321.5,22018,2616,3787,14910,1065,572.5,676,1054,5175,1127,29265,876,503,2267.5,117,17310
CH003_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,754,1053,2554,24811,2846,2921,17218,3654,760,840,835,3608.5,696,31320,1237,644,1810,137.5,17413.5
CH003_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,743,650.5,2341,20357,1551,2156,13142,705.5,474,353,703,2567,473,24742,422,429,1543,126,17010
CH003_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,731,762,2629,18325.5,2110,2869,15094,1015,562.5,394,832,2635,654,28769.5,498,518,1379,140.5,16848
CH003_25_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,773,994,2590.5,16146.5,2755,3145,15891,1389,795,836.5,826,7884,3455,29773,981.5,599.5,1741.5,128,16964
CH003_25_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,546,788,1920,14046.5,1940,2530,15096.5,1671,532.5,433,698,4608,1100,27027,625,610.5,1289,106,17079
CH003_25_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,526,779,2179,16848,1711,2252,14107.5,1214.5,557,458,681,3031,600,27811,432,369,1426,137,17195
CH003_25_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,827,787,2162,16314,1518,1882,14246,970,546,379,660,2394.5,515,28250,406,330,1191,107.5,17264
CH003_25_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,746.5,728,2734,16895,1891.5,2947.5,15331,1295,524,469,772.5,5061.5,1195,29323.5,599.5,405,1826,76,16941
CH003_25_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,744,779,4559,18164,2070,3161,16127,1452.5,2369,490,3768,4754.5,1133.5,32185.5,652,664,2184.5,98,16964
CH003_25_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,604,737.5,2612,15511,1925.5,2591.5,15801.5,1136.5,1334,440,758,3871,782.5,27407.5,537,429,1083,164.5,17264
CH003_25_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2116,825,2931.5,17218,1354.5,1890,16644,975,564,480,848,2035,438,32751,443.5,470,1484,96.5,17425
CH003_25_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,498.5,876,1452.5,8923,1914,1367.5,14860,1486.5,730,709,614.5,3741.5,1489.5,15948.5,582,565,1186,116,17483.5
CH003_25_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,746.5,985,2414,17772,2172,2895,16490.5,1775,599,549,747,7279,1393,32866,691,468,1676,132,17125
CH003_25_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,580,715,5891,15481,1808,2287,14240,1298.5,724,416,2215,3564,894.5,27050,496,536,1156,123.5,17079
CH003_25_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,667,772.5,2400.5,15706.5,2472,3515.5,15786,1489.5,488,443.5,782.5,5951,1324.5,31296.5,502,383,1527,96,16987
CH003_25_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,850,864,2684,17310,2178.5,3172,19179,2446,474,497,737,16655,7919,34228,425,487.5,1471.5,142.5,17079
CH003_25_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1123.5,664,996,13584,3468,1958,39051,2656,638,605,770.5,10142,4923,34470,456,500,1471,96.5,17125
CH003_25_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,815,958.5,2616,17056,2055,3005.5,18672,2718,576,535,795.5,15052,6765,32220,567,572,1379,117,17229.5
CH003_25_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,765,1427,2540.5,15630.5,3365,3791.5,18903,3577.5,1035,1344,1152,14847.5,6725.5,33351,2547.5,859,1786,138,17356
CH003_25_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,792.5,1112,3879,21211,3261,4799,19849,2942.5,744,747,1042,14765,4787.5,42075,1050,556.5,2807,141,17102
CH003_25_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,922.5,1082.5,3091,20829.5,2567,3887,18279,2951,671,708,901,12733.5,3793,37205,1038,555.5,2200,86,17241
CH003_25_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,567,720,1934.5,14347,1899,2518.5,15939,1540,455,518,621,5106,1390.5,29750,430,478,1369,93,17275.5
CH003_25_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,619,493,5249.5,25411,2360,4720,15366,1919,467,571.5,803.5,7994,1520,34874,581,562,2053,163,17310
