,TR:KI012:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
KI012_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3956.5,814,26750,32969.5,2458.5,4178,14979,960,951,426,4432,4028,780.5,38370.5,458.5,594,4630,101,17021.5
KI012_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4485,699,6861,33789,3741,6658,15214,1078.5,456,493,713,4355,794,36836,494,474.5,4248,151,17079
KI012_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4711,750,6251,35762.5,5108.5,6961,17195,1893,436,362.5,668.5,5809,1355.5,33581,512,513,3757.5,104,17125
KI012_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7454,698,1432.5,19652.5,4173,2822.5,29173,821.5,715,471,731,1746,447.5,31597,456.5,470,6476,114,17102
KI012_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5618,818,6944.5,33235,3841,6146,17252.5,1024.5,546,444.5,731.5,4173,845.5,40367,577,481,4099,102,17033
KI012_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4491,937,6153.5,33546.5,3904.5,5871,16895,1010,479,665.5,758,4916.5,1194.5,39155,637,529,4692.5,116,17102
KI012_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4074,807,6371.5,33212,2948,5171,16248,984,446,518,770.5,4511,1058,39663,591,476.5,4302,93,16941
KI012_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3694,782,6361.5,42329,3289,4872,20449,5763.5,428,469,653,4547,870.5,37193.5,505,489.5,3809,126,17136.5
KI012_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3541.5,900,6250,33905,2148,4181.5,14611.5,1038,482,439,693,3567,629.5,38936,503.5,544,4344,90,16802
KI012_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4533,811,6807,33489,2431,4353,16128.5,1024,422,482.5,877,3387,618,37897.5,497,545.5,4447.5,138,17148
KI012_25_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2508,1190,6937.5,31561.5,3791.5,6206,18256,2158,669,804,931,8578.5,3038,46968,851.5,681,5262,100,17610
KI012_25_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1887.5,873,6004,29150,2773,5298,18695,2149,486,441.5,718,6025,932,42560,589,590,3807,67,17218
KI012_25_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1893,823.5,6501,35174,2112.5,3824.5,16202,1754,405,429,715,3451,482,39016.5,483.5,500.5,5159,79,17310
KI012_25_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,5583,780,6283,32774,1734,3651,16918,1232.5,389.5,368,570,2906,380,37482,447,483,3868.5,131.5,16859.5
KI012_25_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2062,905,6966.5,29404,2619,5269,17783.5,2182,461.5,435,707,6434,1140.5,44279,423.5,435.5,3886,122,17310
KI012_25_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2281,987,12393.5,31838.5,2789.5,5557.5,17448,1516,2730,408.5,2203.5,5100.5,1137.5,41636,511,1147,6110,117,17033
KI012_25_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1975,873,7784,30904,2654,5274,18903,1947.5,1340.5,507,874,5023,856,43875,627,614,4139,129,17102
KI012_25_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,7383.5,900.5,7540,33489,1860,3705,20610.5,1417.5,454,493,731,3301.5,574,45721,626,486.5,3485,165,17160
KI012_25_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2027,910,6473,30396,3027,5619.5,20426,2597.5,499,512,670,7644.5,1436,44544.5,629,519.5,4450,120,17241
KI012_25_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2642,774,5517,32104,2012,3918,19318,2527.5,373,387.5,679,5548,839,38970.5,487,478,3971,132.5,17287
KI012_25_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1943.5,863.5,23599.5,32300.5,3045,5500.5,18037,1978,1126.5,462.5,2881.5,6087.5,1310,42560,478,621,4002,101,17136.5
KI012_25_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2105,874,7874,31204,4108.5,7525,21372,3051.5,434.5,396,963,8770.5,1786.5,44383,451,586,4079,104,17102
KI012_25_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3763.5,1077,7625,31897,3413,5963,28919,3912,511,465,1077,18487,7612,45191,538,546.5,4367.5,135,17195
KI012_25_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3430,892,1746.5,19087,4348,3791,50707,3333,649,595.5,811,16668,7894,36582,534.5,397,5996,147,17148
KI012_25_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3723,1204,7984,31273,3678,6206,28353.5,4023,505,541,763,18013.5,7745,48145,475,517,4002,107.5,16906.5
KI012_25_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2245,986,6985,30569.5,4897,7082,25365,3835,543,659.5,888.5,14352,4939,46460,637.5,634,4850,75,17195
KI012_25_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2214,832,7476,32543,3806,6910,23668.5,3523,452.5,565,963,12439.5,2982,42224.5,558,433.5,5452,80,17206.5
KI012_25_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3028.5,1097.5,6767,27004,3443.5,6149,24119,3636,470.5,432.5,718,11619.5,3321,45975,449.5,485.5,3728,137,17241
KI012_25_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1886,886.5,6638,31758,2597,4550,19041,2041,466.5,436,753,5274,941,43967,521,520.5,3999,127,16929.5
KI012_25_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2350,843.5,6931,31943,3370,5340,21580,2092,427,436,725,7048.5,2093,38521,481,533.5,4260,148,17079
