,TR:KI037:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
KI037_25_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2392,1272.5,6851,36097,3172,3642,21741,1973.5,481,411,NaN,2041,565,34920,479,481,4073.5,99,16641.5
KI037_25_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,8134,921,7038.5,35197,3605,3750,23242,1528.5,400.5,265,629,1770,516,35485.5,385,375,3095,82,16796
KI037_25_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2938,1392,7686.5,35243,3713.5,4620.5,21995,2049.5,559,351,NaN,2489.5,782,37367,481,302,3557.5,82,16757
KI037_25_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3213.5,714,9154,39536,3724,4381,21706.5,1755.5,2838,263,3568.5,2688,726.5,32658,542,763,3692,102.5,16687
KI037_25_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2651,1032,8718.5,39109.5,3648,4772,22780,2086,951,336.5,1163,2947,880,36709,495.5,445,4119.5,87,16610.5
KI037_25_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,14366,1295,7547,34620,2715,3669,31020,1967,594,292,1077,1769,527,39086,502,454,2689,92,16633.5
KI037_25_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3333,1118,7016,33928,4060,4845,23703,2195,533,332,1056.5,2987.5,1146,39663,488,404,3652,114,16521
KI037_25_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3631,1013,6230,34977.5,3179,3292,22849,2094,517,309.5,701,2137.5,668,37897.5,375.5,411,3324,108.5,16487
KI037_25_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3042,1029.5,18118,34758,3800,4302,21949,1701.5,1041,262,2120,2449,874,35843,444,556,3221,87,16686
KI037_25_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3487,1082,7094.5,34458,4809,6171.5,24499.5,2546,554,301,902,3755,1552,37667,408,441,3397,80,16569
KI037_25_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,9227.5,1245,9585,39051,4634,5555,34239,3932,509.5,397,1257.5,10743,6479,39675,507,470,4069,91,16274.5
KI037_25_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,6816.5,952,1520,21903,5993,2813.5,55761,3378,810,503,1037,8994.5,7247,32150.5,492,397,5365.5,95.5,16694
KI037_25_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4795,1349,7614,34966,4358.5,4727,32843,3751,558.5,286.5,687,8365,5755.5,42294,427.5,432,3217,104,16392
KI037_25_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2835.5,1315,7116,33720,4456,5154,28550,3051,589,354,1294,6118,3410.5,40044,440.5,375,3676,119,16550
KI037_25_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2492,1005,6919,35636,3793,4502,23206.5,2095,491.5,384,622,2744,977,39074.5,441.5,461.5,3578.5,97,16247
KI037_25_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2822.5,1378,7354,28584.5,3994,4583,26876.5,3354,494,214,695,5294,2282,34458,424,215,3097.5,100,16219
KI037_25_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2537,1103.5,8400.5,40563.5,3340.5,4354.5,20910,1384,507,362,NaN,2024,702,37332,494,470,4193,99,16813.5
KI037_25_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3636,963,8692,38728,4497.5,5082,24568.5,1819,432,306,1107,5511,3250.5,38313,470,442,4710,92.5,16482
