TR:CH045:CellType,TR:ANTICD3,TR:BDNF,TR:BN201,TR:GILENYA,TR:H2O2,TR:REBIF,TR:IFNG,TR:NACL,TR:IL1A,TR:TERIFLUNOMIDE,TR:IL6,TR:INS,TR:LPS,TR:EGCG,TR:POLYIC,TR:CONA,TR:S1P1,TR:TNFA,TR:VITD3,TR:DMF,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.710758461975312,0,0.303000878978075,0,0,0.0182026062760288,0.239344298077093,0,0,0,0.0880910593641671,0,0,0.5,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0.972233708350977,0,0,0.202801616638364,0.027216586504666,0,0,0,0.996621159586634,0.361794930772467,0.0645220891100943,0.409500777765043,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.5,0.533983050517537,0,0,0.932374822307949,0.823663994379586,0.0462963947196671,0,0,0,0,0.313446643015248,0.605116699661607,0,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.862019020997861,0.948602496485457,0.411354510335813,0,0.883092253681298,0.762632698569386,0.772518777120489,0.913433998461711,0,0,0.368547405433341,0.937650346817753,0.903142688862711,0.742436882185762,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.918764679532829,0.879172577554212,NA,0,0.944552368469393,0,0.952967740574089,0.913500439784094,0,0,0.489112465939564,0.945029139686159,0.93635637260567,0,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.601918387370918,0.839471931253881,0.753000273568774,0,0.804922013355583,0.640552734404411,0.842670996565079,0.886984188215,0,0,0.5,0.855266711957395,0.871349492346141,0.269218063584305,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.351116358323593,0.760751629469385,0.740770901544446,0,0.925786963208365,0.867183577679535,0.771533066695026,0.860489840932899,0,0,0.828935828948751,0.930229646529514,0.871349492346141,0.870836743254923,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.490584669396386,0.21282454643915,0.490903620154966,0,0.780957369664835,0.755548677182226,0.616048074271005,0.751424931084364,0,0,0.676679428340473,0.85629701555017,0.644268770768049,0.751620001500994,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.729665278778615,0.781375201990144,0.541555772734963,0,0.866592734085616,0.81020094544211,0.663303052590813,0.95553628719772,0,0,0.569037624406748,0.87485758890188,0.665102086167031,0.790190646858619,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0.0965611220672911,0,0,0.0601070369296949,0,0.0814530920361943,0,0,0,0.346691999901741,0.205979851264435,0.0926220505415923,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.397626158599969,0,0.4815957104952,0,0.5,0.478470692038632,0.5,0.583537850365326,0,0,0,0.717801362812672,0.5,0.525969585098482,0,0,0
